5207105;"Diorama";"Aragarças";"GO";"Centro-Oeste";687.35000;2479.00000;893.02763;55101.42800;0.72900;2922.34678;2609736.43038;1048.00000;0.69600;0.84100
5208301;"Divinópolis de Goiás";"Vão do Paranã";"GO";"Centro-Oeste";830.98000;4778.00000;1587.22175;63466.59500;0.65300;2143.92225;3402880.01875;1872.00000;0.55000;0.81300
5207253;"Doverlândia";"Sudoeste de Goiás";"GO";"Centro-Oeste";3222.94000;7247.00000;2498.44564;237058.51700;0.66800;3088.00577;7715214.55368;3406.00000;0.51800;0.84000
5207352;"Edealina";"Vale do Rio dos Bois";"GO";"Centro-Oeste";603.65000;3688.00000;1403.78683;252407.90700;0.70200;3276.00877;4598817.95711;2414.00000;0.59400;0.80800
5207402;"Edéia";"Vale do Rio dos Bois";"GO";"Centro-Oeste";1461.50000;12467.00000;4374.29381;836398.71700;0.73900;4004.96702;17518902.43897;7848.00000;0.64800;0.82600
5207501;"Estrela do Norte";"Porangatu";"GO";"Centro-Oeste";301.64000;3264.00000;1107.71224;52167.17300;0.70700;3417.56775;3785681.62799;1468.00000;0.59300;0.84800
5207535;"Faina";"Rio Vermelho";"GO";"Centro-Oeste";1945.66000;6576.00000;2310.72473;107641.11000;0.65000;2526.27123;5837517.40557;3038.00000;0.53400;0.79900
5207600;"Fazenda Nova";"Iporá";"GO";"Centro-Oeste";1281.42000;5553.00000;2052.63785;101624.51300;0.68500;2730.76407;5605269.69509;2631.00000;0.57600;0.83100
5207808;"Firminópolis";"Anicuns";"GO";"Centro-Oeste";423.65000;13449.00000;4749.61747;175546.27900;0.73200;3163.36398;15024768.82202;5714.00000;0.68800;0.83800
5207907;"Flores de Goiás";"Vão do Paranã";"GO";"Centro-Oeste";3709.42000;17005.00000;4634.36949;143538.64600;0.59700;1636.75631;7585333.49760;4712.00000;0.45700;0.79900
5208004;"Formosa";"Entorno de Brasília";"GO";"Centro-Oeste";5811.78000;123684.00000;38709.59943;2333468.66800;0.74400;3835.63257;148475800.16264;53303.00000;0.66600;0.85200
5208103;"Formoso";"Porangatu";"GO";"Centro-Oeste";844.29000;4172.00000;1483.20790;65677.33100;0.71500;2938.26997;4358065.23309;1890.00000;0.63900;0.83400
5208152;"Gameleira de Goiás";"Pires do Rio";"GO";"Centro-Oeste";591.99000;3880.00000;1308.90315;153332.82300;0.65900;3031.78924;3968318.49655;1755.00000;0.49900;0.82800
